client_id,client_name,client_type,email,phone,city,country,billing_currency,signup_date,acquisition_channel,notes,merged_from,match_confidence,dq_flags
XT-00808,Ember Limited,Corporate,ember.limited@mail.com,+2348018598600,Lagos,Nigeria,NGN,2021-08-01,Agency Partner,Owes balance,Not applicable,Not applicable,client_type_derived_from_name
XT-00809,Elena Abiola,Individual,elena.abiola@yahoo.com,Unknown,Accra,Ghana,NGN,2021-02-23,Unknown,VIP - handle w/ care,Not applicable,Not applicable,phone_invalid_9_digits
XT-00810,Adaeze Mensah,Individual,adaeze.mensah@company.ng,+2348084554216,Lagos,Nigeria,NGN,2023-04-06,TikTok,Not applicable,Not applicable,Not applicable,No issues
XT-00811,Cassava LTD,Corporate,cassava.ltd@company.ng,+2348080564292,London,United Kingdom,NGN,Unknown,Google,Not applicable,Not applicable,Not applicable,country_derived_from_city
XT-00812,Zainab Olawale,Individual,zainab.olawale@yahoo.com,+2348031877184,Atlanta,United States,NGN,2023-07-10,Email,Owes balance,Not applicable,Not applicable,No issues
XT-00813,Harmattan Brands,Corporate,harmattan.brands@outlook.com,+2348047326969,Lagos,Nigeria,NGN,2022-12-03,Walk-in,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00814,Tunde Adebayo-Cole,Individual,tunde.adebayo-cole@mail.com,+2348041373143,Dubai,United Arab Emirates,NGN,2023-02-21,TikTok,Not applicable,Not applicable,Not applicable,No issues
XT-00815,Delta Rise LTD,Corporate,delta.rise.ltd@gmail.com,+2348035812801,Lagos,Nigeria,NGN,2022-06-23,Google,Not applicable,Not applicable,Not applicable,No issues
XT-00816,Emeka Adeyemi,Individual,emeka.adeyemi@gmail.com,+2348059742646,Lagos,Nigeria,NGN,Unknown,Email,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,No issues
XT-00817,Femi Achebe,Individual,femi.achebe@outlook.com,Unknown,Port Harcourt,Nigeria,NGN,2023-09-26,Unknown,"Discount agreed, see email",Not applicable,Not applicable,phone_invalid_9_digits
XT-00818,Thabo Achebe,Individual,thabo.achebe@outlook.com,+2348089617360,London,United Kingdom,NGN,2023-09-11,Agency Partner,VIP - handle w/ care,Not applicable,Not applicable,city_taken_from_own_bookings
XT-00819,Palmwine Studios,Corporate,palmwine.studios@yahoo.com,+2348053564909,Abuja,Nigeria,NGN,2022-11-18,Email,do not call before 10am,Not applicable,Not applicable,No issues
XT-00820,Lagoon Media,Corporate,lagoon.media@gmail.com,Unknown,London,United Kingdom,NGN,2023-07-17,Unknown,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,phone_invalid_9_digits
XT-00821,Kobo Limited,Corporate,kobo.limited@outlook.com,+2348077436518,Abuja,Nigeria,NGN,2022-01-08,Walk-in,Owes balance,Not applicable,Not applicable,No issues
XT-00822,Wei Eze,Individual,wei.eze@company.ng,Unknown,Unknown,Nigeria,NGN,2024-01-17,Email,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00823,Temitope Chen,Individual,temitope.chen@outlook.com,+2348051440339,Lagos,Nigeria,NGN,2023-03-21,Unknown,Not applicable,Not applicable,Not applicable,No issues
XT-00824,Kobo Group,Corporate,Unknown,+2348095933353,Johannesburg,South Africa,NGN,2023-11-22,Unknown,Not applicable,Not applicable,Not applicable,No issues
XT-00825,Damilola Okafor,Individual,damilola.okafor@yahoo.com,+2348068920342,Lagos,Nigeria,NGN,2021-04-03,Instagram,do not call before 10am,Not applicable,Not applicable,city_taken_from_own_bookings
XT-00826,Northline LTD,Corporate,northline.ltd@yahoo.com,+2348011626341,Nairobi,Kenya,NGN,2022-01-31,Agency Partner,invoice to accounts dept,Not applicable,Not applicable,No issues
XT-00827,Amaka Okafor,Individual,Unknown,+2348033459987,Abuja,Nigeria,NGN,2023-09-24,Unknown,Not applicable,Not applicable,Not applicable,No issues
XT-00828,Priya Chukwu,Individual,priya.chukwu@mail.com,Unknown,Ibadan,Nigeria,NGN,2022-03-25,Walk-in,VIP - handle w/ care,Not applicable,Not applicable,phone_invalid_8_digits
XT-00829,Daniel Abiola,Individual,daniel.abiola@outlook.com,+2348022661321,London,United Kingdom,NGN,2021-12-29,Google,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00830,Yusuf Nwosu,Individual,yusuf.nwosu@gmail.com,+2348098790367,Abuja,Nigeria,NGN,2021-09-10,Google,Not applicable,Not applicable,Not applicable,client_type_derived_from_name
XT-00831,Wei Chen,Individual,wei.chen@company.ng,Unknown,Enugu,Nigeria,NGN,2021-12-18,Referral,Not applicable,Not applicable,Not applicable,"country_derived_from_city,phone_invalid_9_digits"
XT-00832,Wei Dlamini,Individual,Unknown,+2348011931710,Abuja,Nigeria,NGN,2022-06-15,Google,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00833,Palmwine Studios,Corporate,palmwine.studios@gmail.com,Unknown,Lagos,Nigeria,NGN,2021-12-08,Google,prefers whatsapp,Not applicable,Not applicable,phone_invalid_9_digits
XT-00834,Terra LTD,Corporate,terra.ltd@outlook.com,+2348098785487,Lagos,Nigeria,NGN,2022-11-06,Email,Not applicable,Not applicable,Not applicable,No issues
XT-00835,Lagoon NGO,Corporate,lagoon.ngo@company.ng,Unknown,Nairobi,Kenya,NGN,2023-05-29,Google,Not applicable,Not applicable,Not applicable,No issues
XT-00836,Third Mainland Foods,Corporate,third.mainland.foods@yahoo.com,Unknown,Lagos,Nigeria,NGN,2022-07-21,Agency Partner,invoice to accounts dept,Not applicable,Not applicable,phone_invalid_9_digits
XT-00837,Olamide García,Individual,olamide.garcia@mail.com,+2348057229859,London,United Kingdom,NGN,2022-08-04,TikTok,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00838,Núria Smith,Individual,nuria.smith@mail.com,+2348015665032,Lagos,Nigeria,NGN,2022-08-29,Walk-in,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00839,Obsidian Collective,Corporate,obsidian.collective@gmail.com,Unknown,Lagos,Nigeria,NGN,2021-12-16,Google,Owes balance,Not applicable,Not applicable,No issues
XT-00840,Segun Okafor,Individual,segun.okafor@yahoo.com,+2348083565439,Enugu,Nigeria,NGN,2023-12-16,Unknown,Owes balance,Not applicable,Not applicable,No issues
XT-00841,Emeka Olawale,Individual,emeka.olawale@mail.com,Unknown,Lagos,Nigeria,NGN,2023-08-20,Unknown,prefers whatsapp,Not applicable,Not applicable,phone_invalid_9_digits
XT-00842,Chioma Smith,Individual,Unknown,+2348060136471,Lagos,Nigeria,NGN,2022-01-04,Walk-in,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00843,Ember Studios,Corporate,ember.studios@mail.com,+2348053332137,Abuja,Nigeria,NGN,2022-07-22,TikTok,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00844,Ahmed Adebayo-Cole,Individual,ahmed.adebayo-cole@gmail.com,+2348028107410,Port Harcourt,Nigeria,NGN,2022-09-28,Unknown,Not applicable,Not applicable,Not applicable,country_derived_from_city
XT-00845,Björn Chen,Individual,bjorn.chen@company.ng,Unknown,Abuja,Nigeria,NGN,2022-02-03,TikTok,do not call before 10am,Not applicable,Not applicable,phone_invalid_9_digits
XT-00846,Ifeanyi Ojo,Individual,ifeanyi.ojo@company.ng,Unknown,Lagos,Nigeria,NGN,2022-09-07,Agency Partner,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,"client_type_derived_from_name,phone_invalid_8_digits"
XT-00847,Renée Kim,Individual,renee.kim@outlook.com,Unknown,Lagos,Nigeria,NGN,2022-06-27,Email,Not applicable,Not applicable,Not applicable,No issues
XT-00848,Olamide Chen,Individual,olamide.chen@yahoo.com,+2348050905459,Accra,Ghana,NGN,2021-06-22,TikTok,Not applicable,Not applicable,Not applicable,No issues
XT-00849,Ahmed Olawale,Individual,ahmed.olawale@gmail.com,+2348022999441,Lagos,Nigeria,NGN,2021-08-05,Email,Not applicable,Not applicable,Not applicable,No issues
XT-00850,Obsidian Studios,Corporate,obsidian.studios@gmail.com,Unknown,Enugu,Nigeria,NGN,2021-07-18,TikTok,"Repeat client, 3rd project see 2022 folder",XT-02850,0.933,phone_invalid_9_digits
XT-00851,Zenith Studios,Corporate,zenith.studios@mail.com,Unknown,Kano,Nigeria,NGN,2023-08-01,Unknown,"Discount agreed, see email",Not applicable,Not applicable,phone_invalid_9_digits
XT-00852,Kofi Oyelaran,Individual,kofi.oyelaran@outlook.com,+2348063691044,Lagos,Nigeria,NGN,2022-01-05,Walk-in,VIP - handle w/ care,XT-02852,0.96,No issues
XT-00853,Blue Ivy Records,Corporate,blue.ivy.records@outlook.com,Unknown,London,United Kingdom,NGN,2022-03-28,Referral,do not call before 10am,Not applicable,Not applicable,city_taken_from_own_bookings
XT-00854,Northline Group,Corporate,northline.group@yahoo.com,+2348050100275,Lagos,Nigeria,NGN,2021-04-04,Walk-in,Not applicable,Not applicable,Not applicable,No issues
XT-00855,Aisha O'Brien,Individual,Unknown,+2348010612325,Accra,Ghana,NGN,2024-04-22,Referral,Owes balance,Not applicable,Not applicable,city_taken_from_own_bookings
XT-00856,Yusuf Ojo,Individual,yusuf.ojo@yahoo.com,Unknown,Abuja,Nigeria,NGN,2022-03-11,Email,prefers whatsapp,Not applicable,Not applicable,phone_invalid_9_digits
XT-00857,Anchor LTD,Corporate,Unknown,Unknown,Lagos,Nigeria,NGN,2023-07-30,Referral,prefers whatsapp,Not applicable,Not applicable,phone_invalid_8_digits
XT-00858,Adaeze Olawale,Individual,adaeze.olawale@mail.com,Unknown,Lagos,Nigeria,NGN,2022-06-26,Google,Not applicable,Not applicable,Not applicable,"city_taken_from_own_bookings,phone_invalid_9_digits"
XT-00859,Delta Rise Media,Corporate,delta.rise.media@company.ng,+2348086372703,Johannesburg,South Africa,NGN,2021-07-13,Unknown,do not call before 10am,Not applicable,Not applicable,No issues
XT-00860,Musa Nwosu,Individual,musa.nwosu@mail.com,Unknown,London,United Kingdom,NGN,2022-06-26,Email,do not call before 10am,Not applicable,Not applicable,phone_invalid_9_digits
XT-00861,Blue Ivy Studios,Corporate,blue.ivy.studios@company.ng,+2348092213589,Enugu,Nigeria,NGN,2023-04-03,Agency Partner,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00862,Radiant Records,Corporate,radiant.records@mail.com,+2348087476497,Lagos,Nigeria,NGN,2023-03-20,Google,Owes balance,Not applicable,Not applicable,No issues
XT-00863,Renée Abiola,Individual,renee.abiola@gmail.com,+2348050428918,Abuja,Nigeria,NGN,2023-08-26,Unknown,do not call before 10am,Not applicable,Not applicable,No issues
XT-00864,Mango Media,Corporate,mango.media@mail.com,Unknown,Abuja,Nigeria,NGN,2021-11-04,Agency Partner,invoice to accounts dept,Not applicable,Not applicable,"client_type_derived_from_name,phone_invalid_9_digits"
XT-00865,Silverbird Collective,Corporate,silverbird.collective@gmail.com,Unknown,Abuja,Nigeria,NGN,2021-04-09,Walk-in,Not applicable,Not applicable,Not applicable,country_derived_from_city
XT-00866,Kobo Bank PLC,Corporate,kobo.bank.plc@outlook.com,Unknown,Lagos,Nigeria,NGN,Unknown,Agency Partner,Owes balance,Not applicable,Not applicable,phone_invalid_8_digits
XT-00867,Renée Ibrahim,Individual,renee.ibrahim@yahoo.com,Unknown,Dubai,United Arab Emirates,NGN,Unknown,Email,do not call before 10am,Not applicable,Not applicable,phone_invalid_8_digits
XT-00868,Sade Oyelaran,Individual,sade.oyelaran@gmail.com,+2348066734006,Ibadan,Nigeria,NGN,2024-01-29,Walk-in,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00869,Kelechi Müller,Individual,kelechi.muller@yahoo.com,Unknown,Port Harcourt,Nigeria,NGN,2021-04-30,Walk-in,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00870,Halima Adebayo-Cole,Individual,halima.adebayo-cole@mail.com,+2348034143427,Lagos,Nigeria,NGN,2021-03-06,Unknown,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00871,Olamide Bello,Individual,olamide.bello@mail.com,+2348042700917,Johannesburg,South Africa,NGN,2023-04-25,Referral,Not applicable,Not applicable,Not applicable,No issues
XT-00872,Obsidian Brands,Corporate,obsidian.brands@yahoo.com,Unknown,Abuja,Nigeria,NGN,2022-02-05,Google,prefers whatsapp,Not applicable,Not applicable,phone_invalid_9_digits
XT-00873,Northline Group,Corporate,northline.group@outlook.com,+2348035737852,Lagos,Nigeria,NGN,2023-07-03,Referral,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00874,Northline Limited,Corporate,northline.limited@gmail.com,+2348058336268,Abuja,Nigeria,NGN,2023-06-25,Agency Partner,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00875,Harmattan Bank PLC,Corporate,harmattan.bank.plc@gmail.com,+2348057922812,London,United Kingdom,NGN,2022-04-30,Agency Partner,Not applicable,Not applicable,Not applicable,No issues
XT-00876,Renée Mensah,Individual,Unknown,Unknown,Atlanta,United States,NGN,2023-01-14,Referral,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,phone_invalid_8_digits
XT-00877,Kraft Brands,Corporate,kraft.brands@yahoo.com,+2348017831021,Kano,Nigeria,NGN,2021-07-09,Instagram,Not applicable,XT-02877,0.909,No issues
XT-00878,Bola Smith,Individual,bola.smith@company.ng,+2348080135185,Abuja,Nigeria,NGN,2022-12-22,Agency Partner,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00879,Sióbhan Sowore,Individual,siobhan.sowore@outlook.com,Unknown,Lagos,Nigeria,NGN,2022-08-20,Referral,prefers whatsapp,Not applicable,Not applicable,phone_invalid_9_digits
XT-00880,Kobo Agency,Corporate,kobo.agency@yahoo.com,+2348089466186,Lagos,Nigeria,NGN,2022-11-02,Walk-in,Not applicable,Not applicable,Not applicable,No issues
XT-00881,Delta Rise Collective,Corporate,delta.rise.collective@yahoo.com,+2348040290449,Accra,Ghana,NGN,Unknown,Walk-in,Owes balance,Not applicable,Not applicable,client_type_derived_from_name
XT-00882,Sióbhan Mensah,Individual,siobhan.mensah@mail.com,Unknown,Abuja,Nigeria,NGN,2023-07-29,Agency Partner,Owes balance,Not applicable,Not applicable,No issues
XT-00883,Obsidian Telecom,Corporate,obsidian.telecom@company.ng,+2348038716128,Lagos,Nigeria,NGN,2022-07-23,Email,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00884,Ifeanyi Mohammed,Individual,ifeanyi.mohammed@yahoo.com,+2348064610913,Abuja,Nigeria,NGN,2021-07-26,Google,Not applicable,Not applicable,Not applicable,client_type_derived_from_name
XT-00885,Elena Kim,Individual,elena.kim@company.ng,Unknown,Abuja,Nigeria,NGN,2023-08-01,Unknown,prefers whatsapp,Not applicable,Not applicable,phone_invalid_9_digits
XT-00886,Zenith Collective,Corporate,zenith.collective@mail.com,Unknown,Unknown,Nigeria,NGN,2021-12-03,Walk-in,do not call before 10am,Not applicable,Not applicable,phone_invalid_9_digits
XT-00887,Kelechi García,Individual,Unknown,+2348046274986,Lagos,Nigeria,NGN,2022-08-26,Unknown,Not applicable,Not applicable,Not applicable,No issues
XT-00888,José Olawale,Individual,jose.olawale@outlook.com,Unknown,Enugu,Nigeria,NGN,2023-04-28,Email,Not applicable,Not applicable,Not applicable,No issues
XT-00889,Radiant Media,Corporate,radiant.media@gmail.com,+2348011388081,Abuja,Nigeria,NGN,2022-03-19,Google,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,No issues
XT-00890,Radiant Holdings,Corporate,radiant.holdings@mail.com,Unknown,Lagos,Nigeria,NGN,2023-07-25,Instagram,invoice to accounts dept,Not applicable,Not applicable,phone_invalid_9_digits
XT-00891,Zenith Foods,Corporate,zenith.foods@outlook.com,+2348017749193,Kano,Nigeria,NGN,2021-09-02,Walk-in,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00892,Terra NGO,Corporate,terra.ngo@mail.com,+2348071432264,Lagos,Nigeria,NGN,2022-10-01,Email,Not applicable,Not applicable,Not applicable,No issues
XT-00893,Sahara Foods,Corporate,sahara.foods@company.ng,+2348040878966,Enugu,Nigeria,NGN,2024-06-18,Agency Partner,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00894,Radiant Collective,Corporate,radiant.collective@gmail.com,Unknown,Lagos,Nigeria,NGN,2021-10-18,Agency Partner,Not applicable,Not applicable,Not applicable,No issues
XT-00895,Daniel Nwosu,Individual,daniel.nwosu@mail.com,Unknown,Abuja,Nigeria,NGN,2022-02-19,Google,do not call before 10am,XT-02895,0.952,phone_invalid_9_digits
XT-00896,Lagoon LTD,Corporate,lagoon.ltd@company.ng,Unknown,London,United Kingdom,NGN,2022-02-17,Google,prefers whatsapp,Not applicable,Not applicable,phone_invalid_9_digits
XT-00897,Marcus Olawale,Individual,marcus.olawale@yahoo.com,+2348012449455,Port Harcourt,Nigeria,NGN,2021-10-29,Email,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00898,Cassava Records,Corporate,cassava.records@outlook.com,+2348076349023,Enugu,Nigeria,NGN,2023-11-01,Google,Not applicable,Not applicable,Not applicable,client_type_derived_from_name
XT-00899,Kobo Media,Corporate,kobo.media@gmail.com,+2348035526802,Nairobi,Kenya,NGN,2023-03-12,Agency Partner,Not applicable,Not applicable,Not applicable,No issues
XT-00900,Renée Balogun,Individual,renee.balogun@gmail.com,Unknown,Abuja,Nigeria,NGN,2022-12-31,TikTok,prefers whatsapp,Not applicable,Not applicable,phone_invalid_9_digits
XT-00901,Anchor NGO,Corporate,anchor.ngo@outlook.com,+2348099563762,London,United Kingdom,NGN,2022-04-30,Agency Partner,Owes balance,Not applicable,Not applicable,No issues
XT-00902,Ifeanyi Balogun,Individual,ifeanyi.balogun@yahoo.com,+2348078005748,Port Harcourt,Nigeria,NGN,2022-10-07,Email,invoice to accounts dept,Not applicable,Not applicable,No issues
XT-00903,Cassava Bank PLC,Corporate,cassava.bank.plc@gmail.com,+2348051288569,London,United Kingdom,NGN,2022-12-03,Unknown,Not applicable,Not applicable,Not applicable,city_taken_from_own_bookings
XT-00904,Chidinma Kim,Individual,chidinma.kim@yahoo.com,Unknown,Accra,Ghana,NGN,2022-09-13,Agency Partner,"Discount agreed, see email",Not applicable,Not applicable,phone_invalid_8_digits
XT-00905,Zenith Collective,Corporate,zenith.collective@company.ng,Unknown,Ibadan,Nigeria,NGN,2020-11-30,Agency Partner,Owes balance,Not applicable,Not applicable,phone_invalid_9_digits
XT-00906,Kelechi Olawale,Individual,kelechi.olawale@outlook.com,+2348073799962,London,United Kingdom,NGN,2023-09-01,Email,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,country_derived_from_city
XT-00907,Daniel Danjuma,Individual,daniel.danjuma@company.ng,+2348031939672,Lagos,Nigeria,NGN,2022-12-23,Unknown,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00908,Emeka Farouk,Individual,emeka.farouk@mail.com,Unknown,Lagos,Nigeria,NGN,2022-01-05,TikTok,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00909,Ifeanyi Achebe,Individual,Unknown,+2348015411467,Abuja,Nigeria,NGN,2023-08-23,Instagram,VIP - handle w/ care,Not applicable,Not applicable,client_type_derived_from_name
XT-00910,Silverbird Telecom,Corporate,silverbird.telecom@company.ng,+2348030731003,London,United Kingdom,NGN,2023-04-11,Instagram,invoice to accounts dept,Not applicable,Not applicable,No issues
XT-00911,Uche Danjuma,Individual,uche.danjuma@gmail.com,+2348041563186,Nairobi,Kenya,NGN,2024-01-24,Unknown,Not applicable,Not applicable,Not applicable,No issues
XT-00912,Terra Records,Corporate,terra.records@gmail.com,+2348037794464,Abuja,Nigeria,NGN,2022-09-09,Instagram,invoice to accounts dept,Not applicable,Not applicable,No issues
XT-00913,Kobo Agency,Corporate,kobo.agency@mail.com,+2348059648161,Lagos,Nigeria,NGN,2022-12-12,Unknown,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00914,Cassava Media,Corporate,cassava.media@yahoo.com,+2348096892946,Enugu,Nigeria,NGN,2022-06-23,Referral,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,client_type_derived_from_name
XT-00915,Halima Mensah,Individual,halima.mensah@yahoo.com,+2348011378823,Accra,Ghana,NGN,2023-03-03,Google,do not call before 10am,Not applicable,Not applicable,No issues
XT-00916,Obinna Dlamini,Individual,obinna.dlamini@gmail.com,Unknown,Abuja,Nigeria,NGN,2022-10-01,TikTok,Owes balance,Not applicable,Not applicable,phone_invalid_9_digits
XT-00917,Amaka Ojo,Individual,amaka.ojo@mail.com,+2348049989394,Lagos,Nigeria,NGN,2022-02-17,Unknown,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00918,Zainab Chen,Individual,zainab.chen@mail.com,Unknown,Abuja,Nigeria,NGN,2021-09-01,Agency Partner,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00919,Kobo Limited,Corporate,kobo.limited@gmail.com,+2348036624086,Accra,Ghana,NGN,2022-06-23,Referral,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00920,Delta Rise Bank PLC,Corporate,delta.rise.bank.plc@gmail.com,Unknown,Abuja,Nigeria,NGN,2022-05-23,Unknown,prefers whatsapp,Not applicable,Not applicable,phone_invalid_9_digits
XT-00921,Delta Rise Group,Corporate,delta.rise.group@mail.com,Unknown,Lagos,Nigeria,NGN,2022-11-03,Email,"Discount agreed, see email",Not applicable,Not applicable,phone_invalid_9_digits
XT-00922,José Chen,Individual,jose.chen@mail.com,Unknown,Ibadan,Nigeria,NGN,2021-12-19,Email,do not call before 10am,Not applicable,Not applicable,phone_invalid_9_digits
XT-00923,Cassava NGO,Corporate,cassava.ngo@yahoo.com,Unknown,Abuja,Nigeria,NGN,2021-12-20,Email,Not applicable,Not applicable,Not applicable,phone_invalid_8_digits
XT-00924,Sahara Media,Corporate,sahara.media@outlook.com,+2348069550613,Atlanta,United States,NGN,2023-02-23,Unknown,Owes balance,Not applicable,Not applicable,city_taken_from_own_bookings
XT-00925,Northline Media,Corporate,Unknown,Unknown,Lagos,Nigeria,NGN,2021-10-30,Unknown,do not call before 10am,Not applicable,Not applicable,No issues
XT-00926,Cassava Brands,Corporate,cassava.brands@company.ng,+2348061061778,London,United Kingdom,NGN,2022-06-24,Email,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00927,Sahara Holdings,Corporate,sahara.holdings@mail.com,+2348014872236,Dubai,United Arab Emirates,NGN,2022-01-01,Email,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00928,Chioma Adebayo-Cole,Individual,Unknown,+2348052429816,Ibadan,Nigeria,NGN,2024-08-20,TikTok,Owes balance,Not applicable,Not applicable,conflicting_values:phone
XT-00929,Kraft Agency,Corporate,kraft.agency@mail.com,Unknown,Lagos,Nigeria,NGN,2022-02-25,Instagram,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00930,Yusuf Ibrahim,Individual,yusuf.ibrahim@gmail.com,Unknown,Abuja,Nigeria,NGN,2022-10-02,Google,Not applicable,Not applicable,Not applicable,No issues
XT-00931,Kobo NGO,Corporate,kobo.ngo@outlook.com,+2348045423676,Accra,Ghana,NGN,2021-04-07,Walk-in,Not applicable,Not applicable,Not applicable,No issues
XT-00932,Kraft Bank PLC,Corporate,kraft.bank.plc@yahoo.com,Unknown,Abuja,Nigeria,NGN,2023-10-07,Referral,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00933,Marcus Kim,Individual,marcus.kim@mail.com,+2348031505570,Nairobi,Kenya,NGN,2024-03-06,Email,"Discount agreed, see email",XT-02933,0.889,No issues
XT-00934,Tunde Müller,Individual,tunde.muller@yahoo.com,+2348064222110,Abuja,Nigeria,NGN,2020-08-04,Instagram,"Discount agreed, see email",Not applicable,Not applicable,No issues
XT-00935,Yusuf Adeyemi,Individual,yusuf.adeyemi@outlook.com,Unknown,Abuja,Nigeria,NGN,2024-05-05,Google,invoice to accounts dept,Not applicable,Not applicable,"client_type_derived_from_name,phone_invalid_9_digits"
XT-00936,Ahmed Oyelaran,Individual,ahmed.oyelaran@mail.com,+2348076365482,Port Harcourt,Nigeria,NGN,2022-03-28,Email,prefers whatsapp,Not applicable,Not applicable,No issues
XT-00937,Anchor LTD,Corporate,anchor.ltd@mail.com,+2348019346300,Kano,Nigeria,NGN,2023-04-01,Agency Partner,Not applicable,Not applicable,Not applicable,No issues
XT-00938,Kraft Limited,Corporate,kraft.limited@yahoo.com,Unknown,Dubai,United Arab Emirates,NGN,2023-07-12,Email,invoice to accounts dept,XT-02938,0.957,phone_invalid_8_digits
XT-00939,Damilola O'Brien,Individual,damilola.obrien@yahoo.com,Unknown,Lagos,Nigeria,NGN,2022-01-22,Agency Partner,Not applicable,Not applicable,Not applicable,No issues
XT-00940,Ifeanyi Nwosu,Individual,Unknown,Unknown,Abuja,Nigeria,NGN,2022-12-13,Walk-in,invoice to accounts dept,Not applicable,Not applicable,"client_type_derived_from_name,phone_invalid_8_digits"
XT-00941,Sahara Collective,Corporate,sahara.collective@outlook.com,+2348059058169,London,United Kingdom,NGN,2022-12-20,Google,prefers whatsapp,XT-02941,1.0,No issues
XT-00942,Elena Mohammed,Individual,elena.mohammed@yahoo.com,+2348011734774,Dubai,United Arab Emirates,NGN,2021-10-04,Google,Not applicable,Not applicable,Not applicable,No issues
XT-00943,Bola Danjuma,Individual,bola.danjuma@mail.com,Unknown,Port Harcourt,Nigeria,NGN,2021-03-26,Referral,VIP - handle w/ care,Not applicable,Not applicable,phone_invalid_9_digits
XT-00944,Anchor Studios,Corporate,anchor.studios@outlook.com,Unknown,Atlanta,United States,NGN,2022-12-07,Email,invoice to accounts dept,Not applicable,Not applicable,phone_invalid_8_digits
XT-00945,Halima Olawale,Individual,halima.olawale@yahoo.com,Unknown,Atlanta,United States,NGN,2022-02-12,TikTok,do not call before 10am,Not applicable,Not applicable,No issues
XT-00946,Sahara Group,Corporate,sahara.group@mail.com,+2348060276133,Lagos,Nigeria,NGN,2023-01-15,Referral,VIP - handle w/ care,XT-02946,0.957,No issues
XT-00947,Anchor LTD,Corporate,anchor.ltd@gmail.com,+2348024738239,Lagos,Nigeria,NGN,Unknown,Referral,VIP - handle w/ care,Not applicable,Not applicable,No issues
XT-00948,Cassava Limited,Corporate,cassava.limited@company.ng,Unknown,Lagos,Nigeria,NGN,2024-02-11,Referral,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00949,Aisha Okafor,Individual,aisha.okafor@gmail.com,+2348016382337,Abuja,Nigeria,NGN,2022-05-27,Instagram,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,client_type_derived_from_name
XT-00950,Mango Telecom,Corporate,Unknown,+2348059903241,Port Harcourt,Nigeria,NGN,2021-12-08,Referral,Not applicable,Not applicable,Not applicable,No issues
XT-00951,Silverbird Telecom,Corporate,silverbird.telecom@outlook.com,Unknown,Lagos,Nigeria,NGN,2023-03-28,TikTok,Not applicable,Not applicable,Not applicable,No issues
XT-00952,Harmattan Media,Corporate,harmattan.media@gmail.com,+2348081552481,Dubai,United Arab Emirates,NGN,2023-12-18,Instagram,"Repeat client, 3rd project see 2022 folder",Not applicable,Not applicable,No issues
XT-00953,Sahara Brands,Corporate,sahara.brands@outlook.com,Unknown,Enugu,Nigeria,NGN,Unknown,Google,Not applicable,Not applicable,Not applicable,phone_invalid_9_digits
XT-00954,Northline Agency,Corporate,Unknown,+2348071092937,Accra,Ghana,NGN,2023-10-17,Agency Partner,Not applicable,Not applicable,Not applicable,No issues
XT-00955,Sarah Ibrahim,Individual,sarah.ibrahim@outlook.com,+2348052182695,Accra,Ghana,NGN,2021-05-28,Email,do not call before 10am,Not applicable,Not applicable,No issues
